	mock_6h_1	mock_6h_2	mock_6h_3	D36E_6h_1	D36E_6h_2	D36E_6h_3
AT3G09060	29	84	65	14	17	7
AT3G09065	0	0	0	0	0	0
AT3G09070	49	128	100	40	29	34
AT3G09075	0	0	0	0	0	0
AT3G09080	0	2	0	1	2	0
AT3G09085	47	91	89	142	140	72
AT3G09090	572	1326	1234	1238	1007	880
AT3G09095	0	0	0	0	0	0
AT3G09100	549	999	954	2082	1601	1453
AT3G09105	0	0	0	0	0	0
AT3G09110	0	0	0	0	0	0
AT3G09115	0	0	0	0	0	0
AT3G09120	0	0	0	0	0	0
AT3G09125	0	0	0	0	0	0
AT3G09130	0	0	0	0	0	0
AT3G09135	0	0	0	0	0	0
AT3G09140	0	0	0	0	0	0
AT3G09145	3	4	2	3	0	1
AT3G09150	119	250	222	53	44	27
AT3G09155	0	0	0	0	0	0
AT3G09160	61	110	122	15	13	12
AT3G09162	22	67	66	3	2	4
AT3G09175	0	1	0	0	0	0
AT3G09180	143	312	298	566	479	384
AT3G09185	0	0	0	0	0	0
AT3G09190	9	14	22	5	8	4
AT3G09195	0	0	0	0	0	0
AT3G09200	2598	6392	7383	6260	6285	4930
AT3G09205	0	0	0	0	0	0
AT3G09210	1090	2074	2060	177	298	215
AT3G09220	0	0	0	0	0	0
AT3G09225	0	0	0	0	0	0
AT3G09230	48	92	115	197	174	124
AT3G09240	3	7	10	0	0	1
AT3G09245	0	0	0	0	0	0
AT3G09250	358	826	734	398	363	254
AT3G09255	0	0	0	0	0	0
AT3G09260	1	3	5	2	6	2
AT3G09265	1	0	0	0	0	0
AT3G09270	12	19	18	607	500	365
AT3G09275	22	13	22	15	22	7
AT3G09280	1	2	0	5	7	1
AT3G09285	0	0	0	0	0	0
AT3G09290	0	0	0	0	0	0
AT3G09295	0	0	0	0	0	0
AT3G09300	644	1064	1140	1478	1303	1034
AT3G09305	1	0	0	0	0	0
AT3G09310	18	38	42	13	5	3
AT3G09315	0	0	0	0	0	0
AT3G09320	176	281	286	531	394	354
AT3G09325	0	0	0	0	0	0
AT3G09330	0	1	1	2	0	0
AT3G09335	3	1	1	0	1	4
AT3G09340	0	0	0	2	0	2
AT3G09345	0	0	0	0	0	0
AT3G09350	197	470	429	2587	2525	1966
AT3G09355	0	0	0	0	0	0
AT3G09360	135	179	195	238	187	122
AT3G09365	0	0	0	0	0	0
AT3G09370	102	157	181	398	304	265
AT3G09380	0	0	0	0	0	0
AT3G09390	9710	18082	20325	7395	7205	6320
AT3G09395	0	0	0	0	0	0
AT3G09400	0	0	0	1	0	0
AT3G09405	27	50	46	320	263	236
AT3G09410	322	638	627	143	128	119
AT3G09415	3	8	7	3	4	2
AT3G09425	0	0	0	0	0	0
AT3G09430	3	11	10	2	0	1
AT3G09435	0	0	0	0	0	0
AT3G09440	10479	26712	31972	89289	90536	66282
AT3G09445	0	0	0	0	0	0
AT3G09450	2	1	1	10	13	23
AT3G09455	14	31	14	28	25	11
AT3G09465	0	0	0	0	0	0
AT3G09470	289	443	459	229	253	205
AT3G09475	0	0	0	0	0	0
AT3G09480	11	10	18	35	32	14
AT3G09485	0	0	0	0	0	0
AT3G09490	88	227	256	440	387	270
AT3G09495	0	0	11	2	0	0
AT3G09500	1356	3317	3681	1954	1973	1429
AT3G09505	0	0	0	0	0	0
AT3G09510	0	0	0	0	0	0
AT3G09515	0	0	0	0	2	0
AT3G09520	10	17	33	1038	840	858
AT3G09525	0	5	0	2	4	3
AT3G09530	0	0	0	0	0	0
AT3G09540	424	590	690	146	129	102
AT3G09545	1	1	1	2	0	5
AT3G09550	107	227	206	46	26	22
AT3G09555	0	0	0	0	0	0
AT3G09560	305	525	462	790	608	505
AT3G09565	0	0	0	0	0	0
AT3G09570	256	389	394	1250	1137	814
AT3G09575	0	6	0	1	0	0
AT3G09580	386	801	891	38	60	53
AT3G09585	0	0	0	0	0	0
AT3G09590	0	0	0	0	0	0
AT3G09595	0	0	0	0	0	0
AT3G09600	7	14	5	59	76	68
AT3G09605	0	0	0	0	0	0
AT3G09615	0	0	0	0	0	0
AT3G09620	0	0	0	0	0	0
AT3G09625	0	0	0	0	0	0
AT3G09630	1794	4704	5192	6093	6020	4751
AT3G09635	0	0	0	0	0	0
AT3G09640	0	0	0	1	0	1
AT3G09645	0	0	0	0	0	0
AT3G09650	544	1034	1082	116	154	129
AT3G09655	0	0	0	0	0	0
AT3G09660	41	82	48	40	34	24
AT3G09665	0	0	0	0	0	0
AT3G09670	134	267	278	196	170	148
AT3G09675	0	0	0	0	0	0
AT3G09680	0	6	4	5	3	2
AT3G09685	0	0	0	0	0	0
AT3G09690	223	364	384	371	329	238
AT3G09695	0	0	0	0	0	0
AT3G09700	42	106	97	90	83	65
AT3G09705	0	0	0	0	0	0
AT3G09710	103	150	204	53	54	40
AT3G09720	97	220	211	395	340	261
AT3G09725	0	0	1	0	3	1
AT3G09730	14	15	34	5	6	7
AT3G09735	225	362	379	1195	1105	754
AT3G09740	926	1525	1518	2801	2704	2252
AT3G09745	7	23	12	21	11	23
AT3G09750	0	0	0	2	0	0
AT3G09755	0	0	0	0	0	0
AT3G09760	252	357	384	412	365	330
AT3G09765	0	0	0	0	0	0
AT3G09770	480	652	678	430	365	260
AT3G09775	11	1	13	0	1	0
AT3G09780	12	13	12	1	1	1
AT3G09785	0	0	0	0	0	0
AT3G09790	0	1	0	46	25	18
AT3G09795	2	0	2	17	4	6
AT3G09800	80	168	142	28	21	23
AT3G09810	332	957	766	2022	1520	1217
AT3G09815	0	0	0	0	0	0
AT3G09820	1153	2731	3518	912	935	722
AT3G09825	0	0	0	0	0	0
AT3G09830	482	955	968	2984	2822	2441
AT3G09835	0	0	0	0	0	0
AT3G09840	6659	11814	12646	33930	31448	25373
AT3G09845	0	0	0	0	0	0
AT3G09850	885	1292	1498	1569	1288	1106
AT3G09855	0	0	0	0	0	0
AT3G09860	1059	1770	1733	321	334	285
AT3G09863	0	0	0	0	2	0
AT3G09865	0	0	0	0	0	0
AT3G09870	0	3	1	9	13	4
AT3G09875	0	1	5	4	6	7
AT3G09880	206	363	391	430	411	303
AT3G09890	144	212	218	239	203	136
AT3G09895	0	0	1	1	1	0
AT3G09900	175	248	181	176	152	101
AT3G09905	0	3	12	0	0	7
AT3G09910	3	4	13	0	2	0
AT3G09920	496	909	807	1608	1389	1345
AT3G09922	0	0	0	3	0	0
AT3G09925	0	0	0	0	0	0
AT3G09930	0	0	0	0	0	0
AT3G09935	0	0	0	0	0	0
AT3G09940	13	11	17	364	437	473
AT3G09945	0	0	0	0	0	0
AT3G09950	0	0	0	0	0	0
AT3G09955	1	0	3	2	5	2
AT3G09960	0	0	1	112	107	79
AT3G09965	0	2	0	0	0	0
AT3G09970	278	850	912	824	731	513
AT3G09980	472	758	769	383	285	239
AT3G09985	1	1	2	1	0	2
AT3G09990	0	0	0	0	0	0
AT3G09995	0	3	3	4	1	7
AT3G10000	0	0	0	0	0	0
AT3G10010	249	515	434	567	541	427
AT3G10015	0	0	0	0	0	0
AT3G10020	1962	1461	1317	978	1065	675
AT3G10030	181	380	330	511	423	327
AT3G10035	0	0	0	0	0	0
AT3G10040	16	46	53	18	9	5
AT3G10050	546	1108	1102	337	234	241
AT3G10060	1252	2356	2235	416	612	431
AT3G10070	86	209	207	202	169	173
AT3G10080	81	158	178	25	51	24
AT3G10090	74	178	198	148	170	74
AT3G10110	15	53	66	96	65	45
AT3G10113	4	0	0	1	0	0
AT3G10116	0	0	0	0	0	0
AT3G10120	58	113	52	87	31	29
AT3G10130	730	1301	1191	518	526	442
AT3G10140	135	240	207	120	116	95
AT3G10150	11	47	47	3	3	3
AT3G10160	562	1323	1172	143	130	113
AT3G10180	12	26	22	32	21	15
AT3G10185	0	0	7	0	0	0
AT3G10190	25	53	39	24	20	17
AT3G10195	0	0	0	0	0	0
AT3G10200	12	31	36	11	16	20
AT3G10210	208	327	361	442	388	291
AT3G10220	129	309	261	334	277	245
AT3G10230	925	1541	1551	348	374	265
AT3G10240	0	0	0	0	0	0
AT3G10250	171	260	236	431	355	262
AT3G10260	329	665	661	277	270	212
AT3G10270	614	1147	1258	95	118	93
AT3G10280	0	1	3	0	1	4
AT3G10290	1	4	0	3	1	0
AT3G10300	759	1208	1283	6313	5585	4607
AT3G10310	28	56	59	234	185	178
AT3G10320	2	1	0	23	38	13
AT3G10330	207	458	383	439	321	311
AT3G10340	35	31	42	62	41	28
AT3G10350	738	1537	1380	516	504	441
AT3G10360	621	1089	1138	567	453	423
AT3G10370	422	775	898	1090	1103	921
AT3G10380	1126	2085	2014	5573	3968	3652
AT3G10390	179	282	277	293	225	211
AT3G10400	64	65	52	125	123	87
AT3G10405	398	583	416	68	83	49
AT3G10410	2071	4502	5234	2050	1871	1513
AT3G10415	0	0	0	0	0	0
AT3G10420	1179	1424	1476	1614	1886	1345
AT3G10430	0	0	0	0	0	0
AT3G10439	0	0	0	0	0	0
AT3G10440	85	124	188	91	71	57
AT3G10450	40	75	72	8	6	4
AT3G10455	0	0	0	0	0	0
AT3G10460	0	0	0	0	0	0
AT3G10470	0	0	0	0	0	0
AT3G10480	374	568	611	1034	913	702
AT3G10490	256	473	433	1417	1175	895
AT3G10500	187	332	313	1347	1117	849
AT3G10510	0	0	0	0	0	0
AT3G10520	1335	2310	1988	244	235	303
AT3G10525	265	640	676	152	118	148
AT3G10527	2	1	5	0	0	1
AT3G10530	199	512	515	661	617	447
AT3G10540	174	293	260	420	316	280
AT3G10550	173	298	338	196	155	145
AT3G10560	0	0	1	0	0	0
AT3G10570	13	23	26	0	1	0
AT3G10572	116	230	141	121	129	101
AT3G10580	0	0	0	0	0	0
AT3G10585	0	0	0	0	0	0
AT3G10590	0	0	0	1	1	0
AT3G10595	0	0	0	0	0	0
AT3G10600	17	23	23	17	5	12
AT3G10605	0	1	0	0	1	0
AT3G10610	112	436	413	347	279	252
AT3G10620	271	444	512	231	251	179
AT3G10630	105	216	297	70	94	62
AT3G10640	289	550	449	3000	2584	1922
AT3G10650	679	1353	1397	1843	1523	1535
AT3G10660	25	52	63	333	241	209
AT3G10670	945	1977	1939	1011	943	708
AT3G10680	13	32	16	45	11	10
AT3G10690	489	1177	1134	903	837	730
AT3G10700	153	257	265	137	90	85
AT3G10710	0	0	0	0	0	0
AT3G10720	443	745	975	524	427	450
AT3G10730	223	373	441	1312	1113	894
AT3G10740	695	1062	897	447	546	436
AT3G10745	0	0	0	0	0	0
AT3G10750	0	0	2	3	1	4
AT3G10760	204	415	376	191	192	184
AT3G10770	550	929	785	1782	1258	1152
AT3G10780	0	0	0	0	1	1
AT3G10790	0	0	0	0	0	0
AT3G10800	353	618	645	2849	2528	2006
AT3G10810	249	545	486	232	213	201
AT3G10815	11	10	4	281	193	109
AT3G10820	77	148	102	249	225	148
AT3G10840	175	484	510	34	43	19
AT3G10845	0	0	0	0	0	0
AT3G10850	1043	2040	2114	426	454	373
AT3G10860	756	1521	1337	1519	1263	877
AT3G10870	28	40	59	47	30	12
AT3G10880	0	3	2	9	0	0
AT3G10890	0	0	0	0	0	0
AT3G10900	0	0	0	0	0	0
AT3G10910	5	16	7	4	3	3
AT3G10915	154	312	279	418	316	222
AT3G10920	1350	2737	2717	1582	1433	1174
AT3G10930	19	18	12	161	170	121
AT3G10940	349	851	874	28	78	36
AT3G10950	0	0	0	0	0	0
AT3G10960	74	101	105	176	105	86
AT3G10970	1301	2630	2407	637	571	478
AT3G10974	0	0	0	0	0	0
AT3G10980	365	561	580	687	598	473
AT3G10985	503	1041	801	1910	1737	1334
AT3G10986	0	1	0	0	0	0
AT3G10990	0	0	0	0	0	0
AT3G11000	1	0	2	0	0	0
AT3G11010	1846	4094	3976	1452	1802	1325
AT3G11020	144	153	165	108	74	89
AT3G11030	178	273	300	407	331	283
AT3G11040	35	105	79	129	110	58
AT3G11050	0	3	3	9	4	3
AT3G11060	0	0	0	0	0	0
AT3G11070	291	632	706	457	407	287
AT3G11080	40	74	78	608	616	557
AT3G11090	127	458	356	154	182	102
AT3G11100	194	253	241	449	382	292
AT3G11110	41	45	60	2	6	1
AT3G11120	55	143	119	88	76	23
AT3G11130	2933	6010	6014	15602	11577	11665
AT3G11150	3	4	1	4	1	0
AT3G11160	0	0	0	1	0	0
AT3G11165	1	0	0	0	3	0
AT3G11170	2404	6911	6170	1421	1166	1075
AT3G11180	0	0	0	0	0	0
AT3G11200	476	745	797	1212	1074	840
AT3G11210	36	64	102	20	25	26
AT3G11220	48	177	137	303	258	190
AT3G11230	185	487	331	692	555	366
AT3G11240	77	157	140	155	97	101
AT3G11250	197	524	558	344	299	225
AT3G11260	2	10	13	1	1	5
AT3G11270	169	311	304	1286	1039	761
AT3G11280	1039	2216	1276	1631	1170	912
AT3G11285	0	0	0	0	0	0
AT3G11290	181	374	344	368	263	247
AT3G11300	0	0	0	0	0	0
AT3G11310	0	0	0	0	0	0
AT3G11320	141	295	269	1141	866	739
AT3G11325	0	0	0	0	0	5
AT3G11330	294	414	504	1532	1252	1136
AT3G11340	133	194	100	12499	11278	7373
AT3G11350	0	0	0	1	0	0
AT3G11370	0	0	0	0	0	0
AT3G11380	0	0	0	0	0	0
AT3G11385	0	0	0	0	0	0
AT3G11390	0	0	0	0	5	0
AT3G11395	0	0	0	1	0	0
AT3G11397	197	396	445	536	498	389
AT3G11400	1038	1913	2224	2637	2605	2024
AT3G11402	112	267	156	694	635	567
AT3G11405	0	0	0	0	0	0
AT3G11410	743	1687	1732	780	683	552
AT3G11415	0	0	0	0	0	0
AT3G11420	153	222	273	306	228	253
AT3G11430	0	0	6	0	0	0
AT3G11435	0	0	0	0	0	0
AT3G11440	45	44	50	79	63	72
AT3G11450	886	1576	1643	2839	2361	2109
AT3G11460	31	73	81	29	19	11
AT3G11470	67	115	78	44	59	43
AT3G11480	0	0	0	0	0	0
AT3G11490	102	172	169	87	69	39
AT3G11500	106	217	151	132	101	58
AT3G11505	0	0	0	0	0	0
AT3G11510	1246	3172	3265	2415	2342	1745
AT3G11520	4	13	3	1	1	3
AT3G11530	108	268	278	369	330	298
AT3G11540	405	714	690	988	787	796
AT3G11550	0	0	0	0	0	0
AT3G11560	2261	4024	3885	627	642	600
AT3G11570	8	18	16	52	58	56
AT3G11580	95	218	223	109	121	78
AT3G11590	389	824	942	236	175	188
AT3G11591	3	6	5	3	2	3
AT3G11600	9	25	18	40	42	38
AT3G11620	74	218	211	42	40	41
AT3G11630	4223	9893	9662	2049	2681	1922
AT3G11640	4	3	0	2	0	1
AT3G11650	57	70	95	346	280	233
AT3G11660	1451	2985	3311	1388	1685	1351
AT3G11670	793	1118	1297	463	437	387
AT3G11680	0	0	0	0	0	0
AT3G11690	80	70	64	154	142	116
AT3G11700	957	1341	1751	889	636	575
AT3G11710	1065	2696	2387	4243	3593	2857
AT3G11720	153	308	276	459	343	281
AT3G11730	187	302	269	269	232	151
AT3G11740	0	0	0	1	0	0
AT3G11745	18	35	40	22	20	25
AT3G11750	53	91	93	23	8	13
AT3G11760	87	157	109	169	87	88
AT3G11770	91	258	197	262	299	143
AT3G11773	0	2	0	5	4	1
AT3G11780	433	568	486	1117	1084	913
AT3G11800	313	564	578	1168	1120	922
AT3G11810	313	555	534	481	422	356
AT3G11820	854	1382	1435	10401	9216	7875
AT3G11825	0	0	0	0	0	0
AT3G11830	719	1448	1695	2014	1619	1321
AT3G11840	230	493	547	1628	1416	1498
AT3G11850	178	284	285	498	284	281
AT3G11860	1	1	0	5	4	0
AT3G11870	0	0	0	0	0	1
AT3G11880	240	561	454	1293	1093	912
AT3G11890	166	265	238	341	337	350
AT3G11900	316	286	315	552	484	385
AT3G11910	1190	2312	2188	3025	2207	2085
AT3G11920	0	0	0	0	0	0
AT3G11930	2232	3591	2740	2916	2212	1941
AT3G11940	1295	3351	3462	3151	3294	2395
AT3G11945	594	1316	1113	340	369	338
AT3G11950	110	170	186	323	329	215
AT3G11960	442	773	725	1005	696	655
AT3G11964	497	1361	1267	1495	1116	1047
AT3G11980	0	0	0	0	0	0
AT3G11990	0	0	0	0	0	0
AT3G12000	0	0	0	0	0	0
AT3G12010	378	727	631	663	589	466
AT3G12020	435	742	746	962	782	736
AT3G12030	94	151	180	529	493	425
AT3G12040	72	153	148	702	649	454
AT3G12050	494	1188	1235	1812	1609	1220
AT3G12060	1	0	0	0	1	0
AT3G12070	19	31	12	48	45	22
AT3G12080	799	1921	1754	528	468	429
AT3G12090	44	61	49	76	76	55
AT3G12100	147	307	222	552	424	355
AT3G12110	29	49	71	27	13	12
AT3G12120	6044	7128	8896	3922	3712	3658
AT3G12130	209	428	413	727	601	502
AT3G12140	222	441	376	736	598	481
AT3G12145	41	90	79	54	31	25
AT3G12150	198	220	209	237	172	144
AT3G12160	0	0	1	1	0	0
AT3G12170	13	16	14	9	10	6
AT3G12180	74	145	136	215	170	132
AT3G12190	0	0	0	0	0	1
AT3G12200	335	580	651	468	426	392
AT3G12203	0	10	1	0	0	1
AT3G12210	106	250	237	71	82	73
AT3G12220	124	475	212	148	100	92
AT3G12230	1	8	0	21	14	11
AT3G12240	0	0	1	0	2	1
AT3G12250	107	199	171	320	299	175
AT3G12260	623	1279	1233	1006	926	762
AT3G12270	140	348	321	489	372	295
AT3G12280	354	755	736	1012	845	703
AT3G12290	1598	3287	3206	1461	1600	1176
AT3G12300	90	204	133	323	325	226
AT3G12320	75	65	66	421	340	236
AT3G12340	73	177	140	413	238	249
AT3G12345	1503	2432	2304	482	700	547
AT3G12350	196	326	306	533	449	406
AT3G12360	692	1124	1092	1564	1472	1111
AT3G12370	84	197	218	408	347	262
AT3G12380	180	353	318	396	300	229
AT3G12385	0	0	0	0	0	0
AT3G12390	829	1858	1986	980	918	660
AT3G12400	302	442	475	1251	1032	1060
AT3G12410	0	0	0	0	0	2
AT3G12420	0	0	0	0	0	0
AT3G12430	0	0	0	0	0	0
AT3G12440	0	0	0	0	0	0
AT3G12460	0	1	0	0	2	0
AT3G12470	0	0	0	0	0	0
AT3G12480	315	546	564	1581	1271	1117
AT3G12490	1347	1867	2268	2377	2179	1608
AT3G12500	8	5	7	15	13	8
AT3G12502	0	0	0	0	0	0
AT3G12510	15	25	25	103	85	67
AT3G12520	100	225	123	37	52	29
AT3G12530	36	91	69	24	31	28
AT3G12540	0	0	0	0	0	0
AT3G12545	0	0	0	0	0	0
AT3G12550	130	293	225	259	222	160
AT3G12560	260	554	606	484	405	391
AT3G12570	478	659	835	1924	1768	1425
AT3G12580	314	701	880	12088	12634	9091
AT3G12585	0	0	3	0	0	0
AT3G12587	14	59	33	50	41	30
AT3G12590	295	419	424	352	283	294
AT3G12600	182	340	323	608	544	403
AT3G12610	336	632	949	13	55	50
AT3G12620	339	687	585	2047	1511	1238
AT3G12630	787	1518	1535	3550	3218	2723
AT3G12640	295	486	541	514	431	413
AT3G12650	92	223	232	402	381	300
AT3G12660	0	0	0	0	0	0
AT3G12670	416	933	921	595	516	387
AT3G12680	192	335	355	430	327	306
AT3G12685	115	244	255	6	13	18
AT3G12690	57	133	120	45	45	49
AT3G12700	76	86	137	246	155	162
AT3G12710	52	49	26	9	16	11
AT3G12720	0	0	0	0	0	0
AT3G12730	41	97	68	89	73	70
AT3G12740	805	1362	1269	6577	5227	4745
AT3G12750	67	140	150	137	90	75
AT3G12760	239	596	461	1507	1257	860
AT3G12770	48	79	87	19	22	19
AT3G12775	0	0	0	0	0	0
AT3G12780	14812	36074	38736	3882	6073	4543
AT3G12800	919	1890	1975	2407	2030	1620
AT3G12810	485	857	832	973	676	722
AT3G12820	10	3	18	1	6	4
AT3G12830	53	157	160	848	914	885
AT3G12833	0	3	3	2	2	1
AT3G12835	1	0	2	2	3	1
AT3G12840	0	0	0	0	0	0
AT3G12850	0	0	0	0	0	0
AT3G12860	13	45	29	55	45	36
AT3G12870	4	4	6	1	2	0
AT3G12880	0	0	0	0	0	1
AT3G12890	0	2	0	1	0	0
AT3G12900	0	0	0	0	0	0
AT3G12910	4	9	2	170	180	162
AT3G12915	88	211	162	60	61	41
AT3G12920	142	290	294	255	222	197
AT3G12930	699	1568	1484	156	149	144
AT3G12940	107	183	178	216	189	178
AT3G12950	447	1080	1181	586	613	465
AT3G12955	0	0	0	0	0	1
AT3G12960	0	0	0	0	0	0
AT3G12965	52	156	135	150	150	85
AT3G12970	0	3	8	0	4	1
AT3G12977	2	1	7	36	44	42
AT3G12980	526	756	807	1482	1173	1138
AT3G12990	78	251	201	205	221	166
AT3G13000	260	349	368	59	41	40
AT3G13010	0	0	0	0	0	0
AT3G13020	8	15	12	6	9	0
AT3G13030	151	362	281	53	62	55
AT3G13040	757	1164	1077	441	426	305
AT3G13050	192	433	330	1341	1177	1118
AT3G13060	690	1243	1110	1387	1344	1044
AT3G13061	11	18	2	0	3	4
AT3G13062	620	994	846	525	514	416
AT3G13065	33	52	45	20	34	41
AT3G13070	573	1224	1058	1440	1155	1000
AT3G13075	0	0	0	0	0	0
AT3G13080	709	1495	1337	6150	4906	4043
AT3G13090	6	25	15	25	25	20
AT3G13100	64	119	129	641	595	356
AT3G13110	501	1186	1300	883	931	698
AT3G13120	2399	5043	4721	371	569	447
AT3G13130	0	0	0	1	3	0
AT3G13140	0	0	0	0	0	0
AT3G13150	60	133	113	100	81	82
AT3G13160	171	363	419	113	124	85
AT3G13170	0	2	2	3	5	3
AT3G13175	0	1	0	0	0	0
AT3G13180	331	607	608	44	61	64
AT3G13190	66	143	156	34	52	30
AT3G13200	794	1212	1173	2818	2439	1886
AT3G13210	3	12	13	14	8	16
AT3G13220	0	0	0	0	0	0
AT3G13222	225	478	483	276	239	171
AT3G13223	0	0	0	0	0	0
AT3G13224	151	320	315	563	454	382
AT3G13225	434	626	625	735	537	520
AT3G13226	183	414	365	272	218	185
AT3G13227	0	0	0	0	2	0
AT3G13228	0	0	0	0	0	0
AT3G13229	0	0	0	0	0	0
AT3G13230	157	443	376	714	558	469
AT3G13235	689	1348	1277	2808	2364	1776
AT3G13240	28	38	33	11	11	4
AT3G13275	18	36	28	53	24	24
AT3G13276	1	9	1	3	11	8
AT3G13277	8	29	21	50	24	23
AT3G13280	0	0	0	1	0	0
AT3G13290	338	689	623	716	596	555
AT3G13300	1467	2982	3432	3202	3087	2674
AT3G13310	158	249	263	3887	2995	3109
AT3G13320	279	512	460	1114	840	771
AT3G13330	1363	3008	2571	11740	8707	7886
AT3G13335	0	0	0	0	0	0
AT3G13340	584	909	833	1066	812	757
AT3G13350	284	433	367	291	273	183
AT3G13360	396	773	757	297	224	204
AT3G13370	0	0	0	0	0	0
AT3G13380	242	347	379	2235	1993	1595
AT3G13390	0	0	0	0	0	0
AT3G13400	0	0	0	0	0	0
AT3G13403	17	36	20	11	5	6
AT3G13404	14	24	12	18	3	20
AT3G13405	1	4	0	2	1	1
AT3G13410	1885	3499	3342	3881	3150	2831
AT3G13420	13	32	10	42	32	20
AT3G13430	158	228	262	843	715	551
AT3G13432	0	0	2	46	35	30
AT3G13433	1	1	0	104	72	56
AT3G13435	0	0	4	11	7	10
AT3G13437	46	61	98	166	133	122
AT3G13440	124	170	174	236	168	179
AT3G13445	196	392	281	534	501	377
AT3G13450	229	376	355	81	78	77
AT3G13460	3976	7230	7538	11836	10165	8870
AT3G13470	879	5403	5159	770	916	691
AT3G13480	335	490	447	784	665	502
AT3G13490	732	1508	1298	422	355	318
AT3G13500	0	2	0	45	37	31
AT3G13510	83	289	272	49	40	19
AT3G13520	170	216	194	752	473	276
AT3G13525	0	0	0	0	0	0
AT3G13530	459	783	817	903	670	616
AT3G13540	12	5	15	5	3	1
AT3G13550	155	278	237	191	176	148
AT3G13560	103	469	486	43	36	40
AT3G13570	330	645	790	722	661	506
AT3G13580	520	1209	1169	1480	1268	959
AT3G13590	9	24	9	16	11	9
AT3G13600	7	3	6	127	100	109
AT3G13610	1	0	1	1744	2044	1059
AT3G13620	83	130	135	114	93	96
AT3G13630	0	0	0	0	0	0
AT3G13640	4	11	12	2	7	0
AT3G13650	44	59	111	96	43	35
AT3G13660	0	0	0	0	0	0
AT3G13662	0	0	0	0	0	0
AT3G13670	1404	3102	3112	3381	2568	2325
AT3G13672	10	11	21	10	16	4
AT3G13674	17	34	21	11	10	9
AT3G13677	35	69	48	25	24	13
AT3G13680	0	1	0	1	1	0
AT3G13682	28	41	87	97	63	58
AT3G13690	942	1008	1265	740	571	580
AT3G13700	0	0	0	0	0	0
AT3G13710	0	0	0	0	0	0
AT3G13720	395	520	648	651	743	509
AT3G13724	0	0	0	0	0	0
AT3G13730	82	152	121	30	34	21
AT3G13740	407	771	555	89	86	78
AT3G13750	4439	6470	6135	440	726	575
AT3G13760	0	0	0	0	0	0
AT3G13770	33	70	71	37	22	34
AT3G13772	488	969	857	1265	1210	938
AT3G13780	114	122	112	139	97	69
AT3G13782	18	57	22	217	179	111
AT3G13784	0	0	0	5	7	6
AT3G13790	1704	2390	3475	22449	22215	18926
AT3G13800	173	227	246	357	310	282
AT3G13810	193	384	375	543	426	307
AT3G13820	0	0	1	0	0	0
AT3G13830	0	0	0	0	0	0
AT3G13840	0	0	0	0	1	0
AT3G13845	42	79	100	101	65	63
AT3G13850	6	16	13	23	19	31
AT3G13855	0	0	0	0	0	0
AT3G13857	0	1	0	0	0	0
AT3G13860	290	756	740	585	546	447
AT3G13870	2001	3612	3739	14774	12570	10851
AT3G13880	46	94	142	39	31	27
AT3G13882	179	361	376	304	332	274
AT3G13890	0	0	0	0	0	0
AT3G13898	0	0	0	0	0	0
AT3G13900	0	0	0	0	0	0
AT3G13910	99	140	166	1090	1123	746
AT3G13920	3246	6501	7434	15754	15205	12150
AT3G13930	933	2270	2210	1976	1618	1593
AT3G13940	153	368	370	895	632	563
AT3G13950	20	22	12	2419	1947	1427
AT3G13960	0	0	0	0	0	0
AT3G13970	15	30	21	38	21	16
AT3G13980	19	39	51	9	16	5
AT3G13990	362	854	758	1188	1062	847
AT3G14000	61	56	82	44	37	22
AT3G14010	517	859	893	1283	1031	898
AT3G14020	44	67	51	11	19	24
AT3G14030	0	0	0	0	0	0
AT3G14040	0	0	0	0	0	0
AT3G14050	596	486	481	3365	2494	2033
AT3G14060	17	15	19	320	438	238
AT3G14067	4132	6964	10194	2040	2595	2135
AT3G14070	37	56	77	56	41	26
AT3G14075	285	416	337	715	641	509
AT3G14080	111	206	175	327	262	168
AT3G14090	206	322	334	862	821	666
AT3G14100	716	1376	1236	740	709	517
AT3G14110	637	1431	1418	144	155	116
AT3G14120	189	472	552	345	335	242
AT3G14130	100	259	175	309	281	182
AT3G14140	0	0	0	0	0	0
AT3G14150	336	576	434	35	66	41
AT3G14160	105	157	152	125	112	99
AT3G14170	6	23	20	15	19	5
AT3G14172	671	1054	1117	1361	1081	1012
AT3G14180	292	406	508	690	577	570
AT3G14185	0	0	0	0	0	0
AT3G14190	5	7	20	1	4	4
AT3G14200	311	600	642	1370	1023	967
AT3G14205	543	1112	1046	844	611	591
AT3G14210	15446	35323	43128	425	1022	983
AT3G14220	315	717	816	156	147	123
AT3G14225	0	0	0	123	132	113
AT3G14230	930	1635	1597	1683	1601	1336
AT3G14240	711	1032	1389	78	91	71
AT3G14250	0	0	0	0	0	0
AT3G14260	0	0	0	0	0	0
AT3G14270	1210	1883	2005	2508	2032	1986
AT3G14280	43	53	54	320	365	232
AT3G14290	414	796	746	1613	1371	1011
AT3G14300	0	0	0	0	0	0
AT3G14310	5622	9034	10981	1353	1612	1552
AT3G14320	0	1	1	0	1	1
AT3G14330	286	469	514	49	56	39
AT3G14340	0	2	0	0	2	2
AT3G14350	807	1339	1415	1328	1008	947
AT3G14360	20	31	27	24	25	9
AT3G14362	0	0	0	0	0	0
AT3G14370	5	3	7	1	1	2
AT3G14380	0	11	10	5	6	2
AT3G14385	3	0	0	0	1	0
